id,sku,name,price,imageUrl,colorName,colorHex,category,seasons,styles,emotionalWords,role,pass,behavior,movement,finish,palette,ep,es,blend,intensity,contrast,inStock,recommendedQty
product_1767172570595_10,96526NT.LNPC,Peegee Hydrangea 23'',21.0,"https://images.junipercdn.com/1075/96526nt-lnpc_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Pink,#E8A298,focal,"['spring', 'fall', 'summer']","['traditional', 'romantic', 'cottage', 'elegant']","['romantic', 'elegant', 'soft']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767172570595_14,96528.LNN,Lily Lilium  22'',8.4,"https://images.junipercdn.com/1075/96528-lnn_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Pure White,#FEFEFE,focal,"['spring', 'summer']","['traditional', 'contemporary', 'bridal']","['elegant', 'pure', 'sophisticated']",focal,1,mid,reaching,matte,neutral-light,reverence,joy,,"[1, 2]",unified,True,2
product_1767172570595_15,96529NT.BRU,Rose Bud Heritage X3  18.5'',15.4,"https://images.junipercdn.com/1075/96529nt-bru_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Blush Pink,#F4C2B8,focal,"['spring', 'summer']","['romantic', 'traditional', 'cottage']","['romantic', 'elegant', 'soft']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767172570595_16,96529NT.LNN,Rose Bud Heritage X3  18.5'',15.4,"https://images.junipercdn.com/1075/96529nt-lnn_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Creamy White,#F5F5DC,focal,"['year round', 'spring', 'summer']","['traditional', 'romantic', 'elegant', 'classic']","['elegant', 'romantic', 'pure', 'sophisticated']",focal,1,mid,reaching,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767172570595_17,96529NT.TOF,Rose Bud Heritage X3  18.5'',15.4,"https://images.junipercdn.com/1075/96529nt-tof_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Peach,#E8967A,focal,"['spring', 'fall', 'summer']","['romantic', 'traditional', 'vintage', 'garden']","['romantic', 'elegant', 'warm']",focal,1,mid,sweeping,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,4
product_1767172570596_18,96530NT.TOF,Garden Rose 22'',17.5,"https://images.junipercdn.com/1075/96530nt-tof_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Coral Peach,#E8967B,focal,"['spring', 'fall', 'summer']","['romantic', 'traditional', 'elegant', 'vintage']","['romantic', 'elegant', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,5
product_1767172570596_21,96532NT.BRU,Rose Tamora X3 25'',14.7,"https://images.junipercdn.com/1075/96532nt-bru_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Pale Blush Pink,#F5E6E0,focal,"['spring', 'fall', 'summer']","['traditional', 'romantic', 'elegant', 'garden']","['elegant', 'romantic', 'luxurious']",focal,1,heavy,still,matte,neutral-mid,reverence,tenderness,,"[2, 3]",unified,True,2
product_1767172570596_22,96532NT.LP,Rose Tamora X3 25'',14.7,"https://images.junipercdn.com/1075/96532nt-lp_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Peachy Pink,#F4C2A7,focal,"['spring', 'summer']","['romantic', 'traditional', 'vintage', 'elegant']","['romantic', 'elegant', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767172570596_23,96532NT.WH,Rose Tamora X3 25'',14.7,"https://images.junipercdn.com/1075/96532nt-wh_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Pure White,#FFFFFF,focal,"['spring', 'summer', 'wedding']","['traditional', 'romantic', 'elegant', 'classic']","['elegant', 'romantic', 'pure', 'classic']",focal,1,mid,sweeping,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767172570597_25,96533NT.WH,English Rose 24'',8.4,"https://images.junipercdn.com/1075/96533nt-wh_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Pure White,#FFFFFF,focal,"['year round', 'spring', 'summer']","['traditional', 'romantic', 'elegant', 'classic']","['elegant', 'romantic', 'classic']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,3
product_1767172570597_26,96534NT.BRU,Garden Rose 24.5'',8.4,"https://images.junipercdn.com/1075/96534nt-bru_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Blush Pink,#F4D2D7,focal,"['year round', 'spring', 'summer']","['romantic', 'traditional', 'elegant', 'vintage']","['romantic', 'elegant', 'soft']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,5
product_1767172570597_27,96534NT.LP,Garden Rose 24.5'',8.4,"https://images.junipercdn.com/1075/96534nt-lp_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Soft White,#F8F6F4,focal,"['spring', 'fall', 'summer']","['traditional', 'romantic', 'elegant', 'classic']","['elegant', 'romantic', 'pure']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767172570597_28,96534NT.WH,Garden Rose 24.5'',8.4,"https://images.junipercdn.com/1075/96534nt-wh_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Pure White,#FEFEFE,focal,"['spring', 'summer', 'all seasons']","['traditional', 'romantic', 'classic', 'bridal']","['elegant', 'romantic', 'pure', 'classic']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767172570597_29,96535NT.BRU,Zinnia  24.5'',9.24,"https://images.junipercdn.com/1075/96535nt-bru_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Rose,#E8B5B8,focal,"['spring', 'summer']","['romantic', 'elegant', 'traditional', 'vintage']","['romantic', 'elegant', 'sophisticated']",focal,1,mid,still,matte,neutral-mid,tenderness,reverence,,"[1, 2]",unified,True,2
product_1767172570597_30,96535NT.LNN,Zinnia  24.5'',9.24,"https://images.junipercdn.com/1075/96535nt-lnn_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Soft White,#F8F6F4,focal,"['fall', 'summer']","['romantic', 'vintage', 'elegant', 'classic']","['elegant', 'romantic', 'sophisticated']",focal,1,mid,still,matte,neutral-light,reverence,tenderness,,"[1, 2]",unified,True,2
product_1767172570598_32,99815.DBR,Artichoke L. 23.5'',13.3,"https://images.junipercdn.com/1075/99815-dbr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Burgundy Red,#8B2635,focal,"['winter', 'fall']","['modern', 'contemporary', 'exotic']","['dramatic', 'exotic', 'bold']",focal,1,heavy,architectural,matte,neutral-dark,awe,awe,,"[2, 3]",unified,True,2
product_1767172570598_33,99815.LTBR,Artichoke L. 23.5'',13.3,"https://images.junipercdn.com/1075/99815-ltbr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Burnt Orange,#CC6633,focal,"['autumn', 'winter']","['modern', 'tropical', 'contemporary']","['bold', 'exotic', 'architectural']",focal,1,heavy,still,matte,champagne,joy,awe,,"[2, 3]",unified,True,1
product_1767172570598_34,99850.BI,Dahlia 21'',8.4,"https://images.junipercdn.com/1075/99850-bi_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Pale Cream,#F5F2E8,focal,"['spring', 'fall', 'summer']","['traditional', 'elegant', 'classic', 'romantic']","['elegant', 'sophisticated', 'classic']",focal,1,mid,still,matte,neutral-light,reverence,reverence,,"[1, 2]",unified,True,2
product_1767172570598_35,99850.CRBU,Dahlia 21'',8.4,"https://images.junipercdn.com/1075/99850-crbu_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Rose,#D4969A,focal,"['fall', 'summer']","['traditional', 'romantic', 'elegant', 'vintage']","['sophisticated', 'romantic', 'luxurious']",focal,1,heavy,still,matte,neutral-mid,reverence,tenderness,,"[2, 3]",unified,True,2
product_1767172206465_24,30249.GR,Uv Golden Sage Bush 9'',6.72,"https://images.junipercdn.com/1075/30249-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#9CAA8C,foliage,"['spring', 'fall', 'summer']","['farmhouse', 'natural', 'contemporary']","['natural', 'calming', 'sophisticated']",greenery,1,mid,sweeping,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767172206468_30,30370.GR,Sword Fern Bush 18'' (S),11.2,"https://images.junipercdn.com/1075/30370-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Forest Green,#2D5016,foliage,"['spring', 'fall', 'summer']","['natural', 'botanical', 'rustic', 'traditional']","['natural', 'fresh', 'organic']",greenery,1,mid,reaching,matte,botanical-green,trust,joy,,"[1, 2]",unified,True,4
product_1767172443990_8,95436.BR,Twig 52.5'',7.56,"https://images.junipercdn.com/1075/95436-br_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Saddle Brown,#8B4513,foliage,"['early spring', 'winter', 'fall']","['rustic', 'natural', 'minimalist']","['natural', 'rustic', 'organic']",greenery,1,light,reaching,matte,neutral-mid,trust,nostalgia,,"[1, 2]",unified,True,2
product_1767172443993_27,95553.GR,Stephanotis Leaf 32'',6.3,"https://images.junipercdn.com/1075/95553-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Forest Green,#2D4A2B,foliage,"['spring', 'fall', 'summer']","['modern', 'tropical', 'natural', 'contemporary']","['natural', 'fresh', 'sophisticated']",greenery,2,mid,reaching,gloss,botanical-green,trust,joy,,"[1, 2]",unified,True,4
product_1767172443990_8,95436.BR,Twig 52.5'',7.56,"https://images.junipercdn.com/1075/95436-br_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Saddle Brown,#8B4513,foliage,"['spring', 'winter', 'fall']","['rustic', 'natural', 'modern', 'minimalist']","['natural', 'rustic', 'architectural']",greenery,1,light,reaching,matte,neutral-mid,trust,nostalgia,,"[1, 2]",unified,True,2
product_1767172443991_16,95442.CR,Pussy Willow Branch 36'',9.24,"https://images.junipercdn.com/1075/95442-cr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Saddle Brown,#8B4513,foliage,"['spring', 'winter', 'fall']","['rustic', 'natural', 'farmhouse', 'woodland']","['natural', 'rustic', 'organic']",greenery,1,light,reaching,matte,neutral-mid,trust,nostalgia,,"[1, 2]",unified,True,5
product_1767171851930_1,98883.GR,Long Eucalyptus W/Pod Stem 30'',12.04,"https://images.junipercdn.com/1075/98883-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#9CAF88,foliage,"['spring', 'fall', 'summer', 'winter']","['modern', 'traditional', 'rustic', 'elegant']","['natural', 'calming', 'sophisticated']",greenery,2,mid,reaching,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767171851930_4,98898.GR,Eucalyptus Pod Spray 24'',6.58,"https://images.junipercdn.com/1075/98898-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#9CAA8C,foliage,"['spring', 'fall', 'summer']","['modern', 'farmhouse', 'botanical']","['natural', 'calming', 'sophisticated']",greenery,2,light,still,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767171733361_0,36160.GR,Euc. Leaf Spray 39'',5.95,"https://images.junipercdn.com/1075/36160-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#8BA888,foliage,"['spring', 'fall', 'summer']","['rustic', 'natural', 'modern', 'farmhouse']","['natural', 'calming', 'organic']",greenery,2,mid,sweeping,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767171733362_1,XF081074.GR,Mini Berry Bouquet 16'',5.32,"https://images.junipercdn.com/1075/xf081074-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Sage,#7A9B8E,foliage,"['spring', 'winter', 'fall']","['rustic', 'modern', 'farmhouse', 'elegant']","['natural', 'calming', 'sophisticated']",greenery,2,mid,reaching,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767171733362_2,30198.GR,Mini Eucalyptus Bundle 14'',4.76,"https://images.junipercdn.com/1075/30198-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#7A9B8E,foliage,"['spring', 'fall', 'summer', 'winter']","['farmhouse', 'modern', 'rustic', 'contemporary']","['organic', 'calming', 'natural']",greenery,2,mid,sweeping,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767171733363_3,97073.GR,Long Eucalyptus Spray 35'',8.4,"https://images.junipercdn.com/1075/97073-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#9CAF88,foliage,"['spring', 'fall', 'summer']","['modern', 'farmhouse', 'botanical', 'minimalist']","['natural', 'calming', 'sophisticated']",greenery,2,light,reaching,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767171733363_4,07843.GR,Round Eucalyptus Stem 32''H,7.56,"https://images.junipercdn.com/1075/07843-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#8B9B7A,foliage,"['spring', 'fall', 'summer', 'winter']","['rustic', 'modern', 'botanical', 'farmhouse']","['natural', 'calming', 'organic']",greenery,2,light,reaching,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,5
product_1767171733364_5,30197.GR,Eucalyptus Leaf 28.5'',3.22,"https://images.junipercdn.com/1075/30197-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#9CAF88,foliage,"['spring', 'fall', 'summer']","['modern', 'minimalist', 'romantic', 'rustic']","['natural', 'calming', 'organic']",greenery,2,light,sweeping,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,5
product_1767171733364_6,32616.BU,Eucalyptus 30'' (Burgundy),12.6,"https://images.junipercdn.com/1075/32616-bu_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Deep Plum,#6B4C77,foliage,"['winter', 'fall']","['modern', 'traditional', 'romantic']","['sophisticated', 'dramatic', 'elegant']",greenery,2,mid,sweeping,matte,neutral-mid,reverence,awe,,"[1, 2]",unified,True,4
product_1767171733364_7,32616.GR,Eucalyptus 30'' (Green),12.6,"https://images.junipercdn.com/1075/32616-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#8FA68E,foliage,"['spring', 'fall', 'summer', 'winter']","['modern', 'rustic', 'minimalist', 'botanical']","['serene', 'natural', 'sophisticated']",greenery,2,light,sweeping,matte,botanical-green,peace,trust,,"[1, 2]",unified,True,4
product_1767171733366_11,35354.GY,Eucalyptus L. 47'' (Grey),27.3,"https://images.junipercdn.com/1075/35354-gy_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#8FA68E,foliage,"['spring', 'fall', 'summer', 'winter']","['farmhouse', 'modern', 'minimalist', 'traditional']","['natural', 'calming', 'organic']",greenery,1,light,sweeping,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767171733377_28,95495.GRGY,Eucalyptus Spray S. 26'',8.4,"https://images.junipercdn.com/1075/95495-grgy_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#7A8B73,foliage,"['spring', 'fall', 'summer', 'winter']","['modern', 'farmhouse', 'traditional', 'minimalist']","['natural', 'calming', 'sophisticated']",greenery,1,mid,sweeping,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767171733378_30,95500.GR,Long Eucalyptus Spray 30'',10.5,"https://images.junipercdn.com/1075/95500-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#7A8B6F,foliage,"['year round', 'winter', 'fall']","['modern', 'farmhouse', 'natural']","['natural', 'calming', 'organic']",greenery,2,light,reaching,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767171733379_32,98878.GR,Seeded Eucalyptus Long Branch 46'',10.85,"https://images.junipercdn.com/1075/98878-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#8B9B7A,foliage,"['spring', 'fall', 'summer']","['natural', 'organic', 'farmhouse', 'rustic']","['natural', 'organic', 'flowing']",greenery,2,light,sweeping,matte,botanical-green,trust,trust,,"[1, 2]",unified,True,2
product_1767018920160_0,32169.GR,Arum Leaf 28''L.,4.48,"https://images.junipercdn.com/1075/32169-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dark Forest Green,#2D4A3A,foliage,['year round'],"['modern', 'tropical', 'contemporary']","['dramatic', 'sophisticated', 'tropical']",greenery,1,mid,reaching,matte,botanical-green,awe,reverence,,"[1, 2]",unified,True,2
product_1767018920160_1,95297.GR,Tradescantia Spray X3 32'' (Green),9.8,"https://images.junipercdn.com/1075/95297-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Forest Green,#2D5016,foliage,['year round'],"['modern', 'tropical', 'contemporary']","['architectural', 'modern', 'structural']",greenery,2,light,reaching,matte,botanical-green,reverence,joy,,"[1, 2]",unified,True,5
product_1767018920161_2,95297.GRPU,Tradescantia Spray X3 32'',10.08,"https://images.junipercdn.com/1075/95297-grpu_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Olive Green,#6B7B3A,foliage,"['autumn', 'year round']","['modern', 'traditional', 'sophisticated']","['sophisticated', 'architectural', 'dramatic']",greenery,2,mid,still,matte,botanical-green,reverence,reverence,,"[1, 2]",unified,True,4
product_1767018920161_5,95293.BKGR,Olive Leaf Branch 38''H,15.4,"https://images.junipercdn.com/1075/95293-bkgr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#7A8471,foliage,"['spring', 'fall', 'summer']","['rustic', 'mediterranean', 'modern', 'farmhouse']","['natural', 'sophisticated', 'Mediterranean']",greenery,2,mid,sweeping,matte,botanical-green,trust,reverence,,"[1, 2]",unified,True,2
product_1767018920161_6,07825.LG,Spring Leaf Branch 40'',6.44,"https://images.junipercdn.com/1075/07825-lg_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#7BA05B,foliage,"['spring', 'fall', 'summer', 'winter']","['farmhouse', 'natural', 'botanical', 'modern']","['natural', 'calming', 'organic']",greenery,2,light,sweeping,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,5
product_1767018920161_7,92128.GY,Dusty Miller 43'',19.6,"https://images.junipercdn.com/1075/92128-gy_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Forest Green,#4A5D3A,foliage,"['spring', 'fall', 'summer']","['rustic', 'natural', 'traditional', 'woodland']","['natural', 'grounding', 'organic']",greenery,2,mid,still,matte,botanical-green,trust,trust,,"[1, 2]",unified,True,5
product_1767018920161_9,32632.GR,Smilax Leaf 36'',10.5,"https://images.junipercdn.com/1075/32632-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Sage,#8B9B7A,foliage,"['spring', 'fall', 'summer']","['modern', 'farmhouse', 'eucalyptus', 'minimal']","['sophisticated', 'natural', 'calming']",greenery,2,light,sweeping,matte,botanical-green,reverence,trust,,"[1, 2]",unified,True,4
product_1767018920162_10,36502.GR,Peva Shady Lady Branch 44''H,25.2,"https://images.junipercdn.com/1075/36502-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Forest Green,#4F6F4F,foliage,"['spring', 'fall', 'summer', 'winter']","['modern', 'rustic', 'traditional', 'farmhouse']","['natural', 'calming', 'sophisticated']",greenery,1,mid,sweeping,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,2
product_1767018920162_12,30153.GYGR,Boxwood Spray 22'',4.76,"https://images.junipercdn.com/1075/30153-gygr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#8BA888,foliage,"['spring', 'fall', 'summer']","['modern', 'rustic', 'farmhouse', 'traditional']","['natural', 'calming', 'organic']",greenery,1,mid,reaching,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767018920163_19,30384.GYGR,Dusty Laurel Branch  X 3 40''H,8.4,"https://images.junipercdn.com/1075/30384-gygr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#8FA68E,foliage,"['spring', 'fall', 'summer']","['modern', 'rustic', 'traditional', 'botanical']","['natural', 'calming', 'sophisticated']",greenery,1,light,sweeping,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767018920164_23,31730.GR,Italian Ficus Single Branch 28'',17.5,"https://images.junipercdn.com/1075/31730-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#7A8B7A,foliage,"['spring', 'fall', 'summer', 'winter']","['modern', 'rustic', 'traditional', 'farmhouse']","['natural', 'calming', 'sophisticated']",greenery,2,mid,sweeping,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767018920164_24,31735.GR,Italian Ficus Single Branch 38'',20.3,"https://images.junipercdn.com/1075/31735-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#5A7354,foliage,['year round'],"['modern', 'rustic', 'minimalist', 'traditional']","['natural', 'calming', 'organic']",greenery,2,light,still,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767018920164_25,35019.GR,Spring Smilax Leaf Branch 37'',7.56,"https://images.junipercdn.com/1075/35019-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#9CAF88,foliage,"['spring', 'fall', 'summer']","['rustic', 'modern', 'bohemian', 'minimalist']","['natural', 'calming', 'organic']",greenery,2,light,sweeping,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,5
product_1767018920164_26,85002.GR,Leaf Tree Magnolia Pick 12'',3.15,"https://images.junipercdn.com/1075/85002-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Deep Forest Green,#2D5016,foliage,"['spring', 'fall', 'summer']","['traditional', 'natural', 'rustic', 'contemporary']","['natural', 'grounding', 'fresh']",greenery,1,mid,still,matte,botanical-green,trust,trust,,"[1, 2]",unified,True,4
product_1767018920164_27,85003.GR,Leaf Tree Magnolia Branch 28'' (Gre,10.5,"https://images.junipercdn.com/1075/85003-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Forest Green,#2D5016,foliage,"['spring', 'fall', 'summer']","['traditional', 'modern', 'botanical']","['natural', 'sophisticated', 'grounding']",greenery,2,mid,still,matte,botanical-green,trust,reverence,,"[1, 2]",unified,True,4
product_1767018920165_28,92103.GR,Camellia Leaf 28'' (Green),10.5,"https://images.junipercdn.com/1075/92103-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Forest Green,#2d4a2b,foliage,"['spring', 'fall', 'summer']","['traditional', 'rustic', 'botanical', 'modern']","['natural', 'grounding', 'organic']",greenery,2,mid,reaching,matte,botanical-green,trust,trust,,"[1, 2]",unified,True,5
product_1767019087564_0,95181.GR,Magnolia Bud 20'',7.7,"https://images.junipercdn.com/1075/95181-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Forest Green,#2F4F2F,foliage,"['spring', 'fall', 'summer']","['traditional', 'rustic', 'elegant', 'southern']","['sophisticated', 'natural', 'substantial']",greenery,2,heavy,reaching,gloss,botanical-green,reverence,trust,,"[2, 3]",unified,True,2
product_1767019087564_1,95182.GR,Magnolia Leaf Pick 14'' (Green) (Gr,5.04,"https://images.junipercdn.com/1075/95182-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Deep Forest Green,#2D5016,foliage,"['spring', 'fall', 'summer']","['traditional', 'tropical', 'contemporary']","['bold', 'tropical', 'lush']",greenery,1,mid,reaching,gloss,botanical-green,joy,joy,,"[1, 2]",unified,True,4
product_1767019087564_3,95241.BKGR,Olive Leaf S. 21'' (Black/Green),5.6,"https://images.junipercdn.com/1075/95241-bkgr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#8B9A5B,foliage,"['spring', 'fall', 'summer']","['rustic', 'farmhouse', 'mediterranean', 'natural']","['natural', 'peaceful', 'Mediterranean']",greenery,2,light,still,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767019087565_6,95245.GR,Dusty Miller Pick 21'' (Green),8.4,"https://images.junipercdn.com/1075/95245-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Dusty Silver-Gray,#C4CFC4,foliage,"['spring', 'winter', 'fall']","['traditional', 'rustic', 'contemporary', 'farmhouse']","['sophisticated', 'calming', 'textural']",greenery,2,light,sweeping,metallic,silver,reverence,peace,,"[1, 2]",unified,True,4
product_1767019087565_8,95257.GR,Laurel Leaf 23'' (Green) (Green),6.72,"https://images.junipercdn.com/1075/95257-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Forest Green,#4A6741,foliage,"['spring', 'fall', 'summer']","['natural', 'rustic', 'contemporary']","['natural', 'fresh', 'organic']",greenery,2,mid,still,matte,botanical-green,trust,joy,,"[1, 2]",unified,True,4
product_1767019087565_9,95288.DG,Salal Leaf 19'' (Dark Green),7.0,"https://images.junipercdn.com/1075/95288-dg_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Forest Green,#2F4F2F,foliage,"['spring', 'fall', 'summer']","['natural', 'rustic', 'traditional', 'modern']","['natural', 'fresh', 'organic']",greenery,2,mid,reaching,matte,botanical-green,trust,joy,,"[1, 2]",unified,True,4
product_1767019087565_10,95289.DG,Salal Leaf 23'' (Dark Green),6.65,"https://images.junipercdn.com/1075/95289-dg_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Medium Green,#5A7C4F,foliage,"['spring', 'fall', 'summer']","['natural', 'rustic', 'traditional', 'modern']","['natural', 'fresh', 'organic']",greenery,2,light,sweeping,matte,botanical-green,trust,joy,,"[1, 2]",unified,True,5
product_1767019087566_14,95468.GR,Salal Leaf Stem 25'',5.6,"https://images.junipercdn.com/1075/95468-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#8FBC8F,foliage,"['spring', 'fall', 'summer']","['rustic', 'modern', 'farmhouse', 'natural']","['natural', 'fresh', 'calming']",greenery,1,light,still,matte,botanical-green,trust,joy,,"[1, 2]",unified,True,4
product_1767019087566_15,95472.GR,Dusty Miller Spray 22'',4.76,"https://images.junipercdn.com/1075/95472-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Spring Green,#7FB069,foliage,"['spring', 'fall', 'summer']","['traditional', 'rustic', 'natural', 'cottage']","['natural', 'fresh', 'organic']",greenery,2,mid,sweeping,matte,botanical-green,trust,joy,,"[1, 2]",unified,True,4
product_1767019087568_28,95663.GR,Pittosporum Spray S. 20'' (Green) (,6.72,"https://images.junipercdn.com/1075/95663-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Deep Forest Green,#2D5016,foliage,"['spring', 'fall', 'summer']","['modern', 'tropical', 'contemporary']","['sophisticated', 'tropical', 'modern']",greenery,1,heavy,still,matte,botanical-green,reverence,joy,,"[2, 3]",unified,True,2
product_1767019215665_8,95887.GR,Laurel Leaf Branch 37'',14.0,"https://images.junipercdn.com/1075/95887-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#8FA68E,foliage,"['spring', 'fall', 'summer']","['modern', 'rustic', 'botanical', 'minimalist']","['natural', 'calming', 'sophisticated']",greenery,2,light,reaching,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
product_1767019215665_10,95992.GR,Tender Leaves Spray 48'',9.8,"https://images.junipercdn.com/1075/95992-gr_lg.jpg?height=325&width=300&canvas=300,325&fit=bounds",Sage Green,#8B9B8A,foliage,"['spring', 'fall', 'summer', 'winter']","['rustic', 'modern', 'traditional', 'boho']","['natural', 'calming', 'organic']",greenery,1,light,sweeping,matte,botanical-green,trust,peace,,"[1, 2]",unified,True,4
